timestamp,event_type,replica_count,pod_name,cpu_m,cpu_pct,notes
2025-09-13T18:21:36.635562,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.167659,0.11676589999999999,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:37.684455,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.167659,0.11676589999999999,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:38.754995,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,0.944062,0.0944062,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:39.801776,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.763967,0.1763967,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:40.846181,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.383514,0.13835139999999999,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:41.906872,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.383514,0.13835139999999999,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:42.994155,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.868518,0.1868518,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:44.055349,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,375.47946,37.547946,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:45.124586,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,785.405589,78.54055890000001,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:46.173356,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,785.405589,78.54055890000001,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:47.236729,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.589316,0.15893159999999998,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:48.299898,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,1.589316,0.15893159999999998,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:49.365387,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,438.523383,43.85233830000001,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:50.433283,pod_usage_kubelet,1,flask-api-f76d49f48-pd7lv/flask-api,39.654806,3.9654806000000002,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:51.488348,pod_usage_kubelet,2,flask-api-f76d49f48-pd7lv/flask-api,39.654806,3.9654806000000002,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:52.596786,pod_usage_kubelet,2,flask-api-f76d49f48-pd7lv/flask-api,1.742637,0.1742637,via kubelet k3d-local-cluster-server-0
2025-09-13T18:21:53.678398,pod_usage_kubelet,2,flask-api-f76d49f48-pd7lv/flask-api,1.487264,0.14872639999999998,via kubelet k3d-local-cluster-server-0
