timestamp,event_type,replica_count,pod_name,cpu_m,cpu_pct,notes
2025-09-13T21:35:50.039688,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1.480749,0.1480749,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:51.087995,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,0.835201,0.0835201,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:52.183614,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1.787313,0.1787313,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:53.241930,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1.474056,0.1474056,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:54.292701,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1.474056,0.1474056,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:55.352119,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1.980453,0.1980453,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:56.404519,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,246.892026,24.689202599999998,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:57.491289,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,246.892026,24.689202599999998,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:58.557527,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1333.152906,133.3152906,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:35:59.639666,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1499.062217,149.90622169999997,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:36:00.723501,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1499.062217,149.90622169999997,via kubelet k3d-local-cluster-agent-0
2025-09-13T21:36:01.800891,pod_usage_kubelet,1,flask-api-f76d49f48-lpbms/flask-api,1392.238356,139.2238356,via kubelet k3d-local-cluster-agent-0
