timestamp,click_index,latency_ms,replicas,available_replicas,status,notes
2025-08-18T00:50:29.582185,149,19.019365310668945,1,1,ok,
2025-08-18T00:50:29.628564,150,20.08819580078125,1,1,ok,
2025-08-18T00:50:29.678439,151,24.05834197998047,1,1,ok,
2025-08-18T00:50:29.737470,152,28.86199951171875,1,1,ok,
2025-08-18T00:50:29.785624,153,20.117521286010742,1,1,ok,
2025-08-18T00:50:29.836371,154,23.910045623779297,1,1,ok,
2025-08-18T00:50:29.895003,155,29.48307991027832,1,1,ok,
2025-08-18T00:50:29.944352,156,23.808717727661133,1,1,ok,
2025-08-18T00:50:29.990314,157,20.755529403686523,1,1,ok,
2025-08-18T00:50:30.037763,158,19.755125045776367,1,1,ok,
2025-08-18T00:50:30.083553,159,18.80669593811035,1,1,ok,
2025-08-18T00:50:30.131892,160,23.6208438873291,1,1,ok,
2025-08-18T00:50:30.181301,161,23.583173751831055,1,1,ok,
2025-08-18T00:50:30.225346,162,18.50605010986328,1,1,ok,
2025-08-18T00:50:30.275876,163,25.079965591430664,1,1,ok,
2025-08-18T00:50:30.325170,164,21.110057830810547,1,1,ok,
2025-08-18T00:50:30.373391,165,22.943496704101562,1,1,ok,
2025-08-18T00:50:30.422022,166,20.926475524902344,1,1,ok,
2025-08-18T00:50:30.465842,167,18.80955696105957,1,1,ok,
2025-08-18T00:50:30.518823,168,26.280641555786133,1,1,ok,
2025-08-18T00:50:30.568258,169,20.42675018310547,1,1,ok,
2025-08-18T00:50:30.616436,170,21.667003631591797,1,1,ok,
2025-08-18T00:50:30.665703,171,23.73337745666504,1,1,ok,
2025-08-18T00:50:30.709744,172,18.83983612060547,1,1,ok,
2025-08-18T00:50:30.767210,173,30.321598052978516,1,1,ok,
2025-08-18T00:50:30.814124,174,20.857810974121094,1,1,ok,
2025-08-18T00:50:30.860269,175,18.582582473754883,1,1,ok,
2025-08-18T00:50:30.926969,176,32.99236297607422,1,1,ok,
2025-08-18T00:50:30.980709,177,26.639223098754883,1,1,ok,
2025-08-18T00:50:31.026788,178,19.90032196044922,1,1,ok,
2025-08-18T00:50:31.083306,179,30.766010284423828,1,1,ok,
2025-08-18T00:50:31.131862,180,22.3844051361084,1,1,ok,
2025-08-18T00:50:31.181565,181,19.91891860961914,1,1,ok,
2025-08-18T00:50:31.228311,182,19.16790008544922,1,1,ok,
2025-08-18T00:50:31.273376,183,19.07801628112793,1,1,ok,
2025-08-18T00:50:31.323518,184,22.353172302246094,1,1,ok,
2025-08-18T00:50:31.378336,185,22.61972427368164,1,1,ok,
2025-08-18T00:50:31.426196,186,22.184133529663086,1,1,ok,
2025-08-18T00:50:31.475221,187,20.218372344970703,1,1,ok,
2025-08-18T00:50:31.519200,188,18.04518699645996,1,1,ok,
2025-08-18T00:50:31.571661,189,24.640321731567383,1,1,ok,
2025-08-18T00:50:31.621822,190,21.70705795288086,1,1,ok,
2025-08-18T00:50:31.667630,191,20.47109603881836,1,1,ok,
2025-08-18T00:50:31.714970,192,21.31962776184082,1,1,ok,
2025-08-18T00:50:31.768454,193,28.167009353637695,1,1,ok,
2025-08-18T00:50:31.814515,194,21.04949951171875,1,1,ok,
2025-08-18T00:50:31.862963,195,18.642663955688477,1,1,ok,
2025-08-18T00:50:31.909590,196,19.547224044799805,1,1,ok,
2025-08-18T00:50:31.967478,197,28.908729553222656,1,1,ok,
2025-08-18T00:50:32.015415,198,18.326997756958008,1,1,ok,
2025-08-18T00:50:32.067001,199,20.564794540405273,1,1,ok,
2025-08-18T00:50:32.129863,200,30.960798263549805,1,1,ok,
2025-08-18T00:50:32.184987,201,23.273944854736328,1,1,ok,
2025-08-18T00:50:32.242160,202,20.2481746673584,1,1,ok,
2025-08-18T00:50:32.296194,203,26.7794132232666,1,1,ok,
2025-08-18T00:50:32.342359,204,20.67708969116211,1,1,ok,
2025-08-18T00:50:32.388158,205,18.620967864990234,1,1,ok,
2025-08-18T00:50:32.436100,206,21.33917808532715,1,1,ok,
2025-08-18T00:50:32.486015,207,24.60789680480957,1,1,ok,
2025-08-18T00:50:32.534311,208,19.646644592285156,1,1,ok,
2025-08-18T00:50:32.585338,209,25.377988815307617,1,1,ok,
2025-08-18T00:50:32.632205,210,19.803285598754883,1,1,ok,
2025-08-18T00:50:32.676288,211,19.754886627197266,1,1,ok,
2025-08-18T00:50:32.730464,212,24.651288986206055,1,1,ok,
2025-08-18T00:50:32.777221,213,20.04408836364746,1,1,ok,
2025-08-18T00:50:32.826484,214,21.56686782836914,1,1,ok,
2025-08-18T00:50:32.873865,215,19.327878952026367,1,1,ok,
2025-08-18T00:50:32.928350,216,21.5761661529541,1,1,ok,
2025-08-18T00:50:32.983466,217,23.84185791015625,1,1,ok,
2025-08-18T00:50:33.048292,218,37.288665771484375,1,1,ok,
2025-08-18T00:50:33.092256,219,19.150495529174805,1,1,ok,
2025-08-18T00:50:33.140101,220,20.275115966796875,1,1,ok,
2025-08-18T00:50:33.194822,221,24.540424346923828,1,1,ok,
2025-08-18T00:50:33.243317,222,21.30270004272461,1,1,ok,
2025-08-18T00:50:33.287927,223,19.85335350036621,1,1,ok,
2025-08-18T00:50:33.344993,224,21.116018295288086,1,1,ok,
2025-08-18T00:50:33.395233,225,22.574901580810547,1,1,ok,
2025-08-18T00:50:33.450604,226,22.490501403808594,1,1,ok,
2025-08-18T00:50:33.495980,227,19.5004940032959,1,1,ok,
2025-08-18T00:50:33.548137,228,18.698692321777344,1,1,ok,
2025-08-18T00:50:33.601486,229,20.482540130615234,1,1,ok,
2025-08-18T00:50:33.648347,230,21.024227142333984,1,1,ok,
2025-08-18T00:50:33.700953,231,21.68107032775879,1,1,ok,
2025-08-18T00:50:33.750185,232,21.329402923583984,1,1,ok,
2025-08-18T00:50:33.799856,233,22.82404899597168,1,1,ok,
2025-08-18T00:50:33.851617,234,21.566390991210938,1,1,ok,
2025-08-18T00:50:33.896456,235,18.459796905517578,1,1,ok,
2025-08-18T00:50:33.951951,236,20.488262176513672,1,1,ok,
2025-08-18T00:50:34.002579,237,23.226261138916016,1,1,ok,
2025-08-18T00:50:34.066397,238,35.065650939941406,1,1,ok,
2025-08-18T00:50:34.120194,239,26.239871978759766,1,1,ok,
2025-08-18T00:50:34.171481,240,22.552967071533203,1,1,ok,
2025-08-18T00:50:34.228184,241,26.227712631225586,1,1,ok,
2025-08-18T00:50:34.274005,242,18.813133239746094,1,1,ok,
2025-08-18T00:50:34.334082,243,29.04200553894043,1,1,ok,
2025-08-18T00:50:34.388032,244,21.649599075317383,1,1,ok,
2025-08-18T00:50:34.438039,245,22.892475128173828,1,1,ok,
2025-08-18T00:50:34.487219,246,23.62370491027832,1,1,ok,
2025-08-18T00:50:34.532026,247,18.458127975463867,1,1,ok,
2025-08-18T00:50:34.583238,248,22.59206771850586,1,1,ok,
2025-08-18T00:50:34.631813,249,20.192623138427734,1,1,ok,
2025-08-18T00:50:34.680659,250,23.244619369506836,1,1,ok,
2025-08-18T00:50:34.735783,251,21.240711212158203,1,1,ok,
2025-08-18T00:50:34.793229,252,28.927326202392578,1,1,ok,
2025-08-18T00:50:34.854126,253,27.370929718017578,1,1,ok,
2025-08-18T00:50:34.906109,254,24.644136428833008,1,1,ok,
2025-08-18T00:50:34.957486,255,21.78668975830078,1,1,ok,
2025-08-18T00:50:35.014286,256,27.884483337402344,1,1,ok,
2025-08-18T00:50:35.072042,257,24.094581604003906,1,1,ok,
2025-08-18T00:50:35.120679,258,19.562959671020508,1,1,ok,
2025-08-18T00:50:35.170344,259,20.223140716552734,1,1,ok,
2025-08-18T00:50:35.214218,260,18.534183502197266,1,1,ok,
2025-08-18T00:50:35.265075,261,25.638103485107422,1,1,ok,
2025-08-18T00:50:35.313839,262,18.550395965576172,1,1,ok,
2025-08-18T00:50:35.388116,263,46.7221736907959,1,1,ok,
2025-08-18T00:50:35.438165,264,23.804187774658203,1,1,ok,
2025-08-18T00:50:35.487451,265,18.15342903137207,1,1,ok,
2025-08-18T00:50:35.536773,266,23.837804794311523,1,1,ok,
2025-08-18T00:50:35.587488,267,25.643348693847656,1,1,ok,
2025-08-18T00:50:35.634908,268,19.07491683959961,1,1,ok,
2025-08-18T00:50:35.683571,269,22.447824478149414,1,1,ok,
2025-08-18T00:50:35.732765,270,23.18859100341797,1,1,ok,
2025-08-18T00:50:35.779710,271,19.530773162841797,1,1,ok,
2025-08-18T00:50:35.826872,272,19.02318000793457,1,1,ok,
2025-08-18T00:50:35.876441,273,24.14417266845703,1,1,ok,
2025-08-18T00:50:35.926124,274,22.273540496826172,1,1,ok,
2025-08-18T00:50:35.982331,275,23.3914852142334,1,1,ok,
2025-08-18T00:50:36.028398,276,19.813060760498047,1,1,ok,
2025-08-18T00:50:36.077342,277,20.687103271484375,1,1,ok,
2025-08-18T00:50:36.134832,278,30.766963958740234,1,1,ok,
2025-08-18T00:50:36.185654,279,20.768404006958008,1,1,ok,
2025-08-18T00:50:36.234103,280,20.037412643432617,1,1,ok,
2025-08-18T00:50:36.281795,281,21.453142166137695,1,1,ok,
2025-08-18T00:50:36.330240,282,22.870302200317383,1,1,ok,
2025-08-18T00:50:36.386315,283,19.765377044677734,1,1,ok,
2025-08-18T00:50:36.434088,284,21.94070816040039,1,1,ok,
2025-08-18T00:50:36.479539,285,20.049095153808594,1,1,ok,
2025-08-18T00:50:36.530320,286,24.860858917236328,1,1,ok,
2025-08-18T00:50:36.577026,287,18.443822860717773,1,1,ok,
2025-08-18T00:50:36.624538,288,21.650075912475586,1,1,ok,
2025-08-18T00:50:36.670537,289,21.12436294555664,1,1,ok,
2025-08-18T00:50:36.717180,290,19.628286361694336,1,1,ok,
2025-08-18T00:50:36.767743,291,22.405147552490234,1,1,ok,
2025-08-18T00:50:36.820171,292,27.311086654663086,1,1,ok,
2025-08-18T00:50:36.865799,293,19.230365753173828,1,1,ok,
2025-08-18T00:50:36.912326,294,20.9958553314209,1,1,ok,
2025-08-18T00:50:36.959660,295,21.83222770690918,1,1,ok,
2025-08-18T00:50:37.004320,296,19.152164459228516,1,1,ok,
2025-08-18T00:50:37.054902,297,23.472070693969727,1,1,ok,
2025-08-18T00:50:37.102392,298,19.025087356567383,1,1,ok,
2025-08-18T00:50:37.156203,299,25.71702003479004,1,1,ok,
2025-08-18T00:50:37.204857,300,22.466421127319336,1,1,ok,
2025-08-18T00:50:37.250676,301,18.706321716308594,1,1,ok,
2025-08-18T00:50:37.302017,302,24.85179901123047,1,1,ok,
2025-08-18T00:50:37.350871,303,22.586345672607422,1,1,ok,
2025-08-18T00:50:37.395224,304,17.9290771484375,1,1,ok,
2025-08-18T00:50:37.448037,305,26.851892471313477,1,1,ok,
2025-08-18T00:50:37.497250,306,21.709680557250977,1,1,ok,
2025-08-18T00:50:37.540863,307,18.354177474975586,1,1,ok,
2025-08-18T00:50:37.593330,308,22.999286651611328,1,1,ok,
2025-08-18T00:50:37.646515,309,22.450685501098633,1,1,ok,
2025-08-18T00:50:37.695998,310,20.665645599365234,1,1,ok,
2025-08-18T00:50:37.743783,311,22.33266830444336,1,1,ok,
2025-08-18T00:50:37.790879,312,19.846439361572266,1,1,ok,
2025-08-18T00:50:37.840141,313,19.464492797851562,1,1,ok,
2025-08-18T00:50:37.887030,314,20.174503326416016,1,1,ok,
2025-08-18T00:50:37.937438,315,24.6734619140625,1,1,ok,
2025-08-18T00:50:37.986154,316,19.413232803344727,1,1,ok,
2025-08-18T00:50:38.032334,317,18.595457077026367,1,1,ok,
2025-08-18T00:50:38.082859,318,23.759126663208008,1,1,ok,
2025-08-18T00:50:38.128467,319,20.40839195251465,1,1,ok,
2025-08-18T00:50:38.185689,320,26.74078941345215,1,1,ok,
2025-08-18T00:50:38.239773,321,25.432109832763672,1,1,ok,
2025-08-18T00:50:38.286172,322,20.643949508666992,1,1,ok,
2025-08-18T00:50:38.337717,323,25.83479881286621,1,1,ok,
2025-08-18T00:50:38.384838,324,19.864797592163086,1,1,ok,
2025-08-18T00:50:38.432405,325,20.534515380859375,1,1,ok,
2025-08-18T00:50:38.484962,326,25.789976119995117,1,1,ok,
2025-08-18T00:50:38.530057,327,20.64204216003418,1,1,ok,
2025-08-18T00:50:38.576399,328,18.973588943481445,1,1,ok,
2025-08-18T00:50:38.626211,329,24.96957778930664,1,1,ok,
2025-08-18T00:50:38.683678,330,31.935930252075195,1,1,ok,
2025-08-18T00:50:38.730332,331,19.349098205566406,1,1,ok,
2025-08-18T00:50:38.777198,332,21.94809913635254,1,1,ok,
2025-08-18T00:50:38.825230,333,20.42412757873535,1,1,ok,
2025-08-18T00:50:38.868949,334,17.79651641845703,1,1,ok,
2025-08-18T00:50:38.919383,335,25.031328201293945,1,1,ok,
2025-08-18T00:50:38.967284,336,18.773317337036133,1,1,ok,
2025-08-18T00:50:39.015980,337,22.561073303222656,1,1,ok,
2025-08-18T00:50:39.064562,338,22.864580154418945,1,1,ok,
2025-08-18T00:50:39.108839,339,18.164396286010742,1,1,ok,
2025-08-18T00:50:39.159940,340,26.09705924987793,1,1,ok,
2025-08-18T00:50:39.218182,341,23.03600311279297,1,1,ok,
2025-08-18T00:50:39.284107,342,30.045032501220703,1,1,ok,
2025-08-18T00:50:39.338251,343,23.23436737060547,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.384897,344,19.9892520904541,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.434995,345,20.76411247253418,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.488135,346,22.74608612060547,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.536166,347,20.555734634399414,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.591350,348,28.57661247253418,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.646924,349,23.108959197998047,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.705809,350,29.62470054626465,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.766235,351,31.917095184326172,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.818540,352,23.003578186035156,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.867869,353,22.85027503967285,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.918765,354,24.922847747802734,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:39.964832,355,19.948244094848633,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.014998,356,24.230241775512695,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.063052,357,19.601821899414062,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.106080,358,18.099308013916016,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.159961,359,26.401042938232422,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.207792,360,19.100427627563477,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.275639,361,38.49077224731445,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.322366,362,20.693540573120117,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.371420,363,22.42279052734375,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.417386,364,20.65563201904297,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.466008,365,22.348642349243164,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.512918,366,19.713640213012695,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.561680,367,19.52958106994629,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.607258,368,20.23792266845703,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.658470,369,23.331403732299805,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.716802,370,30.361652374267578,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.765412,371,20.959854125976562,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.814338,372,24.57451820373535,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.861381,373,19.10567283630371,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.908618,374,21.82459831237793,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:40.958365,375,22.823572158813477,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.011288,376,23.253440856933594,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.059672,377,20.958900451660156,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.109393,378,24.834394454956055,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.163071,379,21.255970001220703,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.210354,380,21.6825008392334,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.261189,381,24.266481399536133,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.309236,382,22.867202758789062,3,1,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.366907,383,25.817394256591797,3,2,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.421158,384,24.119138717651367,3,2,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.482127,385,34.64174270629883,3,2,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.527933,386,19.14215087890625,3,2,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.576266,387,22.096872329711914,3,2,waiting,"HPA disparado, pods não prontos"
2025-08-18T00:50:41.621273,388,19.365310668945312,3,2,waiting,"HPA disparado, pods não prontos"
